Date,Meta
11/17/2021,96.81274900398405
11/18/2021,96.41434262948206
11/19/2021,99.20318725099601
11/22/2021,97.21115537848605
11/23/2021,95.21912350597609
11/24/2021,97.60956175298804
11/26/2021,90.83665338645417
11/29/2021,95.61752988047809
11/30/2021,86.45418326693226
12/01/2021,82.47011952191235
12/02/2021,82.07171314741035
12/03/2021,81.27490039840637
12/06/2021,83.66533864541832
12/07/2021,85.2589641434263
12/08/2021,89.2430278884462
12/09/2021,88.44621513944223
12/10/2021,88.04780876494023
12/13/2021,93.22709163346613
12/14/2021,91.63346613545816
12/15/2021,98.00796812749003
12/16/2021,93.62549800796812
12/17/2021,92.03187250996015
12/20/2021,86.85258964143426
12/21/2021,92.43027888446214
12/22/2021,88.84462151394422
12/23/2021,94.02390438247012
12/27/2021,99.601593625498
12/28/2021,100.0
12/29/2021,98.40637450199203
12/30/2021,98.80478087649402
12/31/2021,94.42231075697211
01/03/2022,96.01593625498008
01/04/2022,94.8207171314741
01/05/2022,86.05577689243027
01/06/2022,90.43824701195219
01/07/2022,89.64143426294821
01/10/2022,87.64940239043824
01/11/2022,92.82868525896414
01/12/2022,91.23505976095618
01/13/2022,87.25099601593625
01/14/2022,90.0398406374502
01/18/2022,84.06374501992032
01/19/2022,84.8605577689243
01/20/2022,83.26693227091633
01/21/2022,80.87649402390439
01/24/2022,81.67330677290836
01/25/2022,80.0796812749004
01/26/2022,79.2828685258964
01/27/2022,79.6812749003984
01/28/2022,80.47808764940238
01/31/2022,82.86852589641434
02/01/2022,84.4621513944223
02/02/2022,85.65737051792829
02/03/2022,78.88446215139442
02/04/2022,78.48605577689243
02/07/2022,75.69721115537848
02/08/2022,71.71314741035856
02/09/2022,77.68924302788844
02/10/2022,76.49402390438246
02/11/2022,70.91633466135458
02/14/2022,70.51792828685258
02/15/2022,72.11155378486055
02/16/2022,69.32270916334662
02/17/2022,62.948207171314735
02/18/2022,62.15139442231075
02/22/2022,59.362549800796806
02/23/2022,56.17529880478087
02/24/2022,62.54980079681275
02/25/2022,64.9402390438247
02/28/2022,65.73705179282868
03/01/2022,60.557768924302785
03/02/2022,63.745019920318725
03/03/2022,60.1593625498008
03/04/2022,58.167330677290835
03/07/2022,47.41035856573705
03/08/2022,49.40239043824701
03/09/2022,56.57370517928287
03/10/2022,53.78486055776892
03/11/2022,47.808764940239044
03/14/2022,46.613545816733065
03/15/2022,51.39442231075697
03/16/2022,60.95617529880478
03/17/2022,63.34661354581673
03/18/2022,68.92430278884461
03/21/2022,66.53386454183267
03/22/2022,69.7211155378486
03/23/2022,67.33067729083665
03/24/2022,71.31474103585657
03/25/2022,72.50996015936255
03/28/2022,74.90039840637449
03/29/2022,76.89243027888446
03/30/2022,76.09561752988047
03/31/2022,73.30677290836653
04/01/2022,75.2988047808765
04/04/2022,78.08764940239044
04/05/2022,77.29083665338645
04/06/2022,74.10358565737052
04/07/2022,73.70517928286853
04/08/2022,72.90836653386454
04/11/2022,68.52589641434263
04/12/2022,67.72908366533864
04/13/2022,68.12749003984064
04/14/2022,64.5418326693227
04/18/2022,65.33864541832669
04/19/2022,70.11952191235059
04/20/2022,58.56573705179282
04/21/2022,48.20717131474103
04/22/2022,46.21513944223107
04/25/2022,47.01195219123506
04/26/2022,43.82470119521912
04/27/2022,40.63745019920319
04/28/2022,61.75298804780876
04/29/2022,58.96414342629482
05/02/2022,66.13545816733067
05/03/2022,66.93227091633466
05/04/2022,74.5019920318725
05/05/2022,64.14342629482071
05/06/2022,61.35458167330677
05/09/2022,54.581673306772906
05/10/2022,55.776892430278885
05/11/2022,49.003984063745015
05/12/2022,50.199203187250994
05/13/2022,56.972111553784856
05/16/2022,57.76892430278884
05/17/2022,59.7609561752988
05/18/2022,51.79282868525896
05/19/2022,50.59760956175298
05/20/2022,52.191235059760956
05/23/2022,54.980079681274894
05/24/2022,44.223107569721115
05/25/2022,45.41832669322709
05/26/2022,50.99601593625498
05/27/2022,53.38645418326693
05/31/2022,52.589641434262944
06/01/2022,48.60557768924303
06/02/2022,57.37051792828685
06/03/2022,49.800796812749
06/06/2022,52.98804780876494
06/07/2022,54.18326693227091
06/08/2022,55.37848605577689
06/09/2022,45.81673306772908
06/10/2022,41.035856573705175
06/13/2022,30.677290836653384
06/14/2022,29.48207171314741
06/15/2022,36.254980079681275
06/16/2022,25.099601593625497
06/17/2022,29.8804780876494
06/21/2022,19.123505976095615
06/22/2022,18.725099601593623
06/23/2022,20.717131474103585
06/24/2022,37.84860557768924
06/27/2022,36.65338645418326
06/28/2022,24.302788844621514
06/29/2022,30.278884462151392
06/30/2022,25.89641434262948
07/01/2022,22.709163346613543
07/05/2022,33.46613545816733
07/06/2022,37.450199203187246
07/07/2022,39.44223107569721
07/08/2022,39.04382470119522
07/11/2022,27.091633466135455
07/12/2022,28.685258964143426
07/13/2022,29.083665338645417
07/14/2022,19.9203187250996
07/15/2022,31.075697211155376
07/18/2022,32.669322709163346
07/19/2022,41.43426294820717
07/20/2022,44.6215139442231
07/21/2022,45.0199203187251
07/22/2022,35.85657370517928
07/25/2022,31.872509960159363
07/26/2022,21.51394422310757
07/27/2022,37.05179282868526
07/28/2022,24.701195219123505
07/29/2022,21.115537848605577
08/01/2022,22.31075697211155
08/02/2022,23.107569721115535
08/03/2022,34.66135458167331
08/04/2022,38.645418326693225
08/05/2022,32.27091633466135
08/08/2022,38.24701195219123
08/09/2022,33.86454183266932
08/10/2022,42.23107569721115
08/11/2022,41.83266932270916
08/12/2022,43.02788844621514
08/15/2022,43.42629482071713
08/16/2022,42.62948207171315
08/17/2022,40.23904382470119
08/18/2022,39.8406374501992
08/19/2022,33.067729083665334
08/22/2022,27.888446215139442
08/23/2022,25.49800796812749
08/24/2022,28.286852589641434
08/25/2022,34.26294820717131
08/26/2022,26.294820717131472
08/29/2022,21.91235059760956
08/30/2022,19.52191235059761
08/31/2022,27.490039840637447
09/01/2022,31.474103585657367
09/02/2022,23.50597609561753
09/06/2022,20.318725099601593
09/07/2022,23.904382470119522
09/08/2022,26.693227091633464
09/09/2022,35.45816733067729
09/12/2022,35.059760956175296
09/13/2022,18.32669322709163
09/14/2022,17.92828685258964
09/15/2022,17.529880478087648
09/16/2022,16.733067729083665
09/19/2022,17.131474103585656
09/20/2022,16.334661354581673
09/21/2022,15.537848605577688
09/22/2022,15.936254980079681
09/23/2022,14.741035856573705
09/26/2022,11.952191235059761
09/27/2022,11.155378486055776
09/28/2022,15.139442231075696
09/29/2022,12.350597609561753
09/30/2022,11.553784860557768
10/03/2022,13.147410358565736
10/04/2022,14.342629482071713
10/05/2022,13.545816733067728
10/06/2022,13.944223107569721
10/07/2022,9.9601593625498
10/10/2022,10.358565737051793
10/11/2022,6.772908366533864
10/12/2022,6.374501992031872
10/13/2022,8.366533864541832
10/14/2022,5.9760956175298805
10/17/2022,10.756972111553784
10/18/2022,9.163346613545816
10/19/2022,9.561752988047807
10/20/2022,8.764940239043824
10/21/2022,7.968127490039841
10/24/2022,7.171314741035856
10/25/2022,12.749003984063744
10/26/2022,7.569721115537848
10/27/2022,2.788844621513944
10/28/2022,3.187250996015936
10/31/2022,1.195219123505976
11/01/2022,1.593625498007968
11/02/2022,0.398406374501992
11/03/2022,0.0
11/04/2022,0.796812749003984
11/07/2022,2.390438247011952
11/08/2022,1.9920318725099602
11/09/2022,3.585657370517928
11/10/2022,3.9840637450199203
11/11/2022,4.382470119521912
11/14/2022,5.179282868525896
11/15/2022,5.577689243027888
11/16/2022,4.780876494023904
